EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
481,30,0.0,Travel_Rarely,852,Research & Development,1.0,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126.0,15998,1.0,Yes,12.0,3,3,2,10.0,1.0,2,10.0,8.0,3.0,0.0
484,26,0.0,Travel_Rarely,703,Sales,28.0,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1.0,No,20.0,4,4,2,6.0,4.5,4,5.0,3.0,1.0,4.0
485,29,1.0,Travel_Rarely,318,Research & Development,8.0,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119.0,4759,1.0,Yes,11.0,3,4,0,7.0,4.0,2,7.0,7.0,0.0,7.0
486,25,1.0,Travel_Rarely,688,Research & Development,3.0,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,9396,5.0,No,13.0,3,3,1,6.0,4.5,3,2.0,2.0,0.0,2.0
488,37,0.0,Travel_Rarely,1107,Research & Development,14.0,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034.0,26914,1.0,No,12.0,3,3,1,18.0,2.0,2,18.0,7.0,7.5,14.5
489,36,0.0,Travel_Rarely,1278,Human Resources,8.0,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342.0,8635,0.0,No,21.0,4,3,0,6.0,3.0,3,5.0,4.0,0.0,3.0
490,41,1.0,Non-Travel,906,Research & Development,5.0,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293,6.0,No,17.0,3,1,1,5.0,2.0,1,1.0,0.0,0.0,0.0
491,36,0.0,Travel_Rarely,1174,Sales,3.0,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278.0,20763,3.0,Yes,16.0,3,4,0,15.0,3.0,3,5.0,4.0,0.0,1.0
492,38,0.0,Travel_Rarely,1333,Research & Development,1.0,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582.0,16292,1.0,No,13.0,3,2,1,15.0,3.0,3,15.0,12.0,5.0,11.0
494,38,0.0,Travel_Rarely,362,Research & Development,1.0,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619.0,14561,3.0,No,17.0,3,4,0,8.0,3.0,2,0.0,0.0,0.0,0.0
495,51,0.0,Travel_Rarely,1318,Sales,26.0,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307.0,5594,2.0,No,14.0,3,3,1,29.0,2.0,2,18.0,6.0,4.0,14.5
496,37,0.0,Travel_Rarely,1319,Research & Development,6.0,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,17001,4.0,Yes,13.0,3,1,2,13.0,2.0,3,7.0,7.0,6.0,7.0
497,20,1.0,Travel_Frequently,871,Research & Development,6.0,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926.0,19783,1.0,Yes,18.0,3,2,0,1.0,4.5,3,1.0,0.0,1.0,0.0
498,45,0.0,Travel_Rarely,974,Research & Development,1.0,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270.0,11005,3.0,No,14.0,3,4,2,8.0,2.0,3,5.0,3.0,0.0,2.0
499,24,1.0,Travel_Rarely,984,Research & Development,17.0,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372,1.0,No,13.0,3,1,1,1.0,3.0,1,1.0,0.0,0.0,0.0
500,52,0.0,Travel_Rarely,956,Research & Development,6.0,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577.0,22087,3.0,Yes,12.0,3,2,2,18.0,3.0,3,10.0,9.0,6.0,9.0
501,49,0.0,Travel_Rarely,1261,Research & Development,7.0,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965.0,12066,8.0,No,24.0,4,3,0,26.0,2.0,3,5.0,2.0,0.0,0.0
505,19,1.0,Travel_Rarely,528,Sales,22.0,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1.0,Yes,19.0,3,4,0,0.0,2.0,2,0.0,0.0,0.0,0.0
507,24,0.0,Non-Travel,673,Research & Development,11.0,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011.0,8232,0.0,No,18.0,3,4,1,5.0,4.5,2,4.0,2.0,1.0,3.0
508,22,0.0,Travel_Rarely,604,Research & Development,6.0,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773.0,12145,0.0,No,20.0,4,4,0,3.0,3.0,3,2.0,2.0,2.0,2.0
510,42,0.0,Travel_Frequently,570,Research & Development,8.0,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,17490.875,16225,1.0,No,13.0,3,2,1,24.0,4.0,2,18.0,7.0,7.5,9.0
511,33,0.0,Travel_Frequently,1392,Research & Development,3.0,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909.0,23159,1.0,Yes,11.0,3,3,0,8.0,3.0,3,8.0,7.0,3.0,0.0
512,37,0.0,Travel_Rarely,1115,Research & Development,1.0,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993.0,2689,1.0,No,18.0,3,3,1,7.0,2.0,4,7.0,5.0,0.0,7.0
513,39,0.0,Travel_Frequently,1218,Research & Development,1.0,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,17490.875,8213,1.0,Yes,14.0,3,3,1,21.0,3.0,3,18.0,8.0,1.0,6.0
514,36,0.0,Travel_Frequently,607,Sales,7.0,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639.0,2261,2.0,No,16.0,3,4,1,17.0,2.0,2,15.0,7.0,6.0,13.0
515,50,0.0,Travel_Rarely,1046,Research & Development,10.0,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496.0,2755,6.0,No,15.0,3,4,0,20.0,2.0,3,4.0,3.0,1.0,3.0
516,33,0.0,Travel_Rarely,213,Research & Development,7.0,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691.0,25995,0.0,No,11.0,3,4,0,14.0,3.0,4,13.0,9.0,3.0,7.0
517,43,0.0,Travel_Frequently,1001,Research & Development,9.0,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3.0,Yes,13.0,3,2,1,10.0,3.0,3,8.0,7.0,4.0,7.0
519,30,0.0,Travel_Rarely,1275,Research & Development,28.0,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775.0,11934,1.0,No,13.0,3,4,2,11.0,2.0,3,10.0,8.0,1.0,9.0
521,36,1.0,Travel_Rarely,1218,Sales,9.0,4,Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,3407.0,6986,7.0,No,23.0,4,2,0,10.0,4.0,3,5.0,3.0,0.0,3.0
525,27,0.0,Travel_Rarely,1055,Research & Development,2.0,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227.0,4658,0.0,No,18.0,3,2,1,4.0,2.0,3,3.0,2.0,2.0,2.0
526,42,0.0,Travel_Rarely,469,Research & Development,2.0,2,Medical,4,Male,35,3,4,Manager,1,Married,17490.875,14399,0.0,No,17.0,3,4,1,23.0,3.0,3,18.0,6.0,7.5,7.0
527,36,1.0,Travel_Rarely,660,Research & Development,15.0,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858,7.0,No,14.0,3,2,1,9.0,3.0,2,1.0,0.0,0.0,0.0
528,29,0.0,Travel_Rarely,1329,Research & Development,7.0,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1.0,Yes,11.0,3,2,2,6.0,2.0,3,6.0,0.0,1.0,0.0
529,37,0.0,Travel_Rarely,482,Research & Development,3.0,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,9606,1.0,No,15.0,3,3,1,10.0,2.0,3,10.0,7.0,7.0,8.0
531,40,0.0,Travel_Rarely,1416,Research & Development,2.0,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,17490.875,5949,0.0,No,19.0,3,4,1,22.0,4.5,3,18.0,7.0,3.0,9.0
532,58,1.0,Travel_Rarely,286,Research & Development,2.0,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,17490.875,25761,7.0,Yes,12.0,3,4,0,31.0,2.0,3,18.0,14.5,7.5,8.0
534,40,0.0,Travel_Rarely,1308,Research & Development,14.0,3,Medical,3,Male,44,2,5,Research Director,3,Single,17490.875,17544,1.0,No,14.0,3,1,0,21.0,2.0,4,18.0,7.0,4.0,9.0
536,30,0.0,Travel_Rarely,1339,Sales,5.0,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2.0,No,12.0,3,3,1,12.0,2.0,3,10.0,9.0,7.0,4.0
537,33,1.0,Travel_Rarely,118,Sales,16.0,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324.0,26507,5.0,No,15.0,3,3,0,6.0,3.0,3,3.0,2.0,0.0,2.0
539,31,0.0,Non-Travel,979,Research & Development,1.0,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0.0,No,12.0,3,4,1,6.0,2.0,3,5.0,4.0,1.0,4.0
540,30,0.0,Non-Travel,879,Research & Development,9.0,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695.0,12858,7.0,Yes,18.0,3,3,0,10.0,3.0,3,8.0,4.0,1.0,7.0
543,59,0.0,Travel_Rarely,1324,Research & Development,3.0,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670.0,9964,4.0,Yes,20.0,4,1,3,12.0,3.0,2,1.0,0.0,0.0,0.0
544,49,1.0,Travel_Frequently,1475,Research & Development,28.0,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284.0,22710,3.0,No,20.0,4,1,0,20.0,2.0,3,4.0,3.0,1.0,3.0
546,28,0.0,Travel_Rarely,736,Sales,26.0,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724.0,24232,1.0,No,11.0,3,3,1,5.0,0.5,3,5.0,3.0,0.0,4.0
547,36,0.0,Travel_Rarely,325,Research & Development,10.0,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094.0,5747,3.0,No,12.0,3,1,0,10.0,0.5,3,7.0,7.0,1.0,7.0
549,28,1.0,Travel_Rarely,103,Research & Development,24.0,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,2028.0,12947,5.0,Yes,14.0,3,2,0,6.0,4.0,3,4.0,2.0,0.0,3.0
550,26,1.0,Travel_Frequently,575,Research & Development,3.0,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102.0,6582,0.0,No,22.0,4,3,0,7.0,2.0,3,6.0,4.0,0.0,4.0
551,31,0.0,Non-Travel,1188,Sales,20.0,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932.0,24406,1.0,No,13.0,3,4,1,9.0,2.0,2,9.0,8.0,0.0,0.0
552,40,0.0,Non-Travel,1094,Sales,28.0,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932.0,11373,3.0,No,15.0,3,3,1,20.0,2.0,3,1.0,0.0,0.0,1.0
553,27,0.0,Travel_Rarely,1134,Research & Development,16.0,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811.0,12086,8.5,No,14.0,3,2,1,4.0,2.0,3,2.0,2.0,2.0,2.0
554,50,0.0,Travel_Frequently,1115,Research & Development,1.0,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,17490.875,9755,3.0,Yes,19.0,3,1,0,28.0,1.0,2,8.0,3.0,0.0,7.0
556,33,1.0,Travel_Rarely,1277,Research & Development,15.0,1,Medical,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7.0,Yes,12.0,3,4,0,15.0,2.0,4,7.0,6.0,7.0,7.0
557,46,0.0,Travel_Frequently,1034,Research & Development,18.0,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527.0,8984,5.0,No,11.0,3,4,0,28.0,3.0,2,2.0,2.0,1.0,2.0
558,33,1.0,Travel_Rarely,1017,Research & Development,25.0,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4.0,Yes,20.0,4,2,0,5.0,0.5,3,2.0,2.0,2.0,2.0
559,37,0.0,Travel_Rarely,397,Research & Development,7.0,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664.0,25258,4.0,No,13.0,3,1,0,16.0,3.0,4,5.0,2.0,0.0,2.0
561,26,0.0,Travel_Rarely,775,Sales,29.0,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306.0,4267,5.0,No,12.0,3,1,2,8.0,4.5,3,0.0,0.0,0.0,0.0
563,50,0.0,Travel_Rarely,854,Sales,1.0,4,Medical,4,Female,68,3,5,Manager,4,Divorced,17490.875,24118,3.0,No,11.0,3,3,1,31.0,3.0,2,7.0,0.0,0.0,6.0
565,58,1.0,Travel_Rarely,601,Research & Development,7.0,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008.0,12023,7.0,Yes,14.0,3,4,0,31.0,0.5,2,10.0,9.0,5.0,9.0
566,31,0.0,Travel_Rarely,329,Research & Development,1.0,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,16193,1.0,No,12.0,3,3,1,4.0,3.0,3,4.0,2.0,3.0,2.0
567,26,0.0,Travel_Frequently,921,Research & Development,1.0,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,25265,1.0,No,13.0,3,3,2,5.0,4.5,3,5.0,3.0,1.0,3.0
568,30,1.0,Travel_Frequently,464,Research & Development,4.0,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285.0,3427,8.5,Yes,23.0,4,3,0,3.0,4.0,3,1.0,0.0,0.0,0.0
570,33,0.0,Travel_Frequently,430,Sales,7.0,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373.0,17456,0.0,No,14.0,3,1,2,5.0,2.0,3,4.0,3.0,0.0,3.0
572,59,0.0,Travel_Rarely,1089,Sales,1.0,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904.0,11038,3.0,Yes,14.0,3,3,1,14.0,1.0,1,6.0,4.0,0.0,4.0
573,45,0.0,Travel_Rarely,1385,Research & Development,20.0,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496.0,7501,0.0,Yes,14.0,3,2,0,21.0,2.0,3,18.0,7.0,4.0,10.0
576,58,0.0,Travel_Rarely,1272,Research & Development,5.0,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2.0,Yes,13.0,3,4,1,24.0,3.0,3,6.0,0.0,0.0,4.0
577,28,0.0,Travel_Rarely,440,Research & Development,21.0,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1.0,No,11.0,3,3,1,5.0,2.0,1,5.0,2.0,0.0,2.0
578,30,0.0,Travel_Rarely,852,Sales,10.0,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1.0,No,18.0,3,1,1,10.0,3.0,3,10.0,3.0,1.0,4.0
579,46,0.0,Travel_Frequently,1211,Sales,5.0,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772.0,20445,4.0,Yes,21.0,4,3,0,14.0,4.0,3,9.0,6.0,0.0,8.0
580,31,1.0,Travel_Frequently,1060,Sales,1.0,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302.0,8319,1.0,Yes,11.0,3,1,0,3.0,2.0,4,3.0,2.0,2.0,2.0
581,31,1.0,Travel_Rarely,202,Research & Development,8.0,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261.0,22262,1.0,No,12.0,3,3,0,1.0,3.0,4,1.0,0.0,0.0,0.0
582,22,0.0,Travel_Rarely,1256,Research & Development,19.0,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1.0,No,24.0,4,1,2,2.0,4.5,3,2.0,2.0,2.0,2.0
583,22,0.0,Non-Travel,1123,Research & Development,16.0,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935.0,7324,1.0,Yes,13.0,3,2,2,1.0,2.0,2,1.0,0.0,0.0,0.0
584,36,0.0,Travel_Rarely,852,Research & Development,5.0,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419.0,13072,8.5,Yes,14.0,3,4,1,6.0,3.0,4,1.0,1.0,0.0,0.0
585,43,0.0,Travel_Frequently,185,Research & Development,10.0,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455.0,10675,0.0,No,19.0,3,1,0,9.0,4.5,3,8.0,7.0,1.0,7.0
586,35,1.0,Travel_Frequently,130,Research & Development,25.0,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022.0,16612,1.0,Yes,19.0,3,1,1,10.0,3.0,2,10.0,2.0,7.0,8.0
587,60,0.0,Travel_Frequently,1499,Sales,28.0,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266.0,2845,4.0,No,19.0,3,4,0,22.0,4.5,4,18.0,13.0,7.5,11.0
588,34,0.0,Travel_Rarely,131,Sales,2.0,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538.0,6039,0.0,Yes,12.0,3,4,0,4.0,3.0,3,3.0,2.0,0.0,2.0
589,39,1.0,Travel_Rarely,1122,Research & Development,6.0,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404.0,4303,7.0,Yes,21.0,4,4,0,8.0,2.0,1,2.0,2.0,2.0,2.0
590,38,0.0,Travel_Rarely,770,Sales,10.0,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0.0,Yes,14.0,3,2,2,9.0,2.0,3,8.0,7.0,2.0,7.0
593,33,1.0,Travel_Rarely,587,Research & Development,10.0,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7.0,No,13.0,3,1,3,8.0,2.0,3,4.0,3.0,1.0,3.0
594,25,0.0,Travel_Rarely,891,Sales,4.0,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1.0,Yes,11.0,3,2,0,5.0,3.0,3,5.0,4.0,1.0,3.0
595,49,0.0,Travel_Rarely,1495,Research & Development,5.0,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,6651.0,21534,2.0,No,14.0,3,2,1,20.0,0.5,2,3.0,2.0,1.0,2.0
597,45,0.0,Travel_Rarely,788,Human Resources,24.0,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177.0,8318,1.0,No,16.0,3,1,0,6.0,3.0,3,6.0,3.0,0.0,4.0
598,43,0.0,Travel_Rarely,982,Research & Development,12.0,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336.0,4345,1.0,No,11.0,3,3,1,25.0,3.0,3,18.0,10.0,3.0,9.0
599,34,0.0,Travel_Frequently,829,Research & Development,15.0,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007.0,11929,7.0,No,14.0,3,4,2,16.0,3.0,2,14.0,8.0,6.0,9.0
601,34,0.0,Travel_Rarely,1333,Sales,10.0,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220.0,18410,1.0,Yes,19.0,3,4,1,1.0,2.0,3,1.0,1.0,0.0,0.0
602,23,0.0,Travel_Rarely,310,Research & Development,10.0,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505.0,19630,1.0,No,18.0,3,4,0,2.0,3.0,3,2.0,2.0,0.0,2.0
603,37,0.0,Travel_Rarely,571,Research & Development,10.0,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782.0,19905,0.0,Yes,13.0,3,2,2,6.0,3.0,2,5.0,3.0,4.0,3.0
604,35,0.0,Travel_Rarely,384,Sales,8.0,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572.0,20317,1.0,No,16.0,3,2,1,3.0,1.0,2,3.0,2.0,0.0,2.0
605,36,1.0,Travel_Rarely,530,Sales,3.0,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325.0,5518,1.0,Yes,11.0,3,1,1,16.0,4.5,3,16.0,7.0,3.0,7.0
606,23,0.0,Travel_Rarely,1309,Research & Development,26.0,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,16092,1.0,No,12.0,3,3,2,4.0,2.0,2,4.0,2.0,0.0,2.0
607,25,0.0,Travel_Rarely,883,Sales,26.0,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180.0,22807,1.0,No,23.0,4,2,0,6.0,4.5,2,6.0,5.0,1.0,4.0
609,43,0.0,Non-Travel,1344,Research & Development,7.0,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4.0,No,14.0,3,4,3,7.0,3.0,4,5.0,4.0,2.0,2.0
610,41,1.0,Travel_Rarely,1085,Research & Development,2.0,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778.0,17725,4.0,Yes,13.0,3,3,1,10.0,1.0,2,7.0,7.0,1.0,0.0
611,25,0.0,Travel_Rarely,1356,Sales,10.0,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0.0,No,14.0,3,2,0,5.0,4.0,3,4.0,3.0,1.0,1.0
613,52,0.0,Travel_Rarely,1490,Research & Development,4.0,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555.0,10310,2.0,No,13.0,3,4,0,31.0,2.0,1,5.0,2.0,1.0,4.0
614,36,0.0,Travel_Frequently,541,Sales,3.0,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699.0,7246,4.0,No,11.0,3,1,1,16.0,2.0,3,13.0,9.0,1.0,12.0
617,26,0.0,Travel_Rarely,1066,Research & Development,2.0,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472.0,3334,1.0,No,12.0,3,2,0,8.0,2.0,3,8.0,7.0,1.0,3.0
618,56,0.0,Travel_Frequently,1240,Research & Development,9.0,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2.0,No,19.0,3,2,1,18.0,4.0,3,5.0,4.0,0.0,3.0
619,34,0.0,Travel_Frequently,878,Research & Development,10.0,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1.0,Yes,17.0,3,4,1,5.0,4.0,4,5.0,3.0,2.0,0.0
620,38,0.0,Travel_Rarely,395,Sales,9.0,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899.0,12102,0.0,No,19.0,3,4,1,3.0,3.0,3,2.0,2.0,1.0,2.0
621,36,0.0,Travel_Rarely,1403,Research & Development,6.0,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210.0,20251,0.0,No,11.0,3,3,1,16.0,4.0,3,15.0,13.0,7.5,11.0
623,26,0.0,Travel_Rarely,192,Research & Development,1.0,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141,1.0,No,16.0,3,1,2,6.0,2.0,3,5.0,3.0,1.0,3.0
626,29,1.0,Travel_Rarely,408,Sales,23.0,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1.0,No,13.0,3,1,1,11.0,3.0,1,11.0,8.0,3.0,10.0
627,27,0.0,Travel_Rarely,1157,Research & Development,17.0,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0.0,Yes,16.0,3,4,1,6.0,3.0,2,5.0,2.0,1.0,1.0
628,31,1.0,Travel_Frequently,667,Sales,1.0,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359.0,16154,1.0,No,12.0,3,2,0,1.0,3.0,3,1.0,0.0,0.0,0.0
629,43,0.0,Travel_Frequently,775,Sales,15.0,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804.0,23683,3.0,No,18.0,3,3,1,7.0,4.5,3,2.0,2.0,2.0,2.0
631,36,0.0,Non-Travel,1434,Sales,8.0,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587.0,14229,1.0,No,15.0,3,2,0,10.0,1.0,3,10.0,7.0,0.0,9.0
632,40,0.0,Travel_Rarely,329,Research & Development,1.0,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387.0,6762,3.0,No,22.0,4,3,1,7.0,3.0,3,4.0,2.0,0.0,3.0
633,22,0.0,Travel_Rarely,594,Research & Development,2.0,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0.0,No,14.0,3,3,1,3.0,2.0,3,2.0,1.0,2.0,1.0
634,26,0.0,Travel_Rarely,1384,Research & Development,3.0,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1.0,No,22.0,4,2,1,8.0,2.0,3,8.0,7.0,0.0,7.0
635,31,0.0,Travel_Rarely,1232,Research & Development,7.0,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143.0,25713,1.0,Yes,14.0,3,3,0,11.0,2.0,2,11.0,9.0,4.0,10.0
637,52,1.0,Travel_Rarely,1030,Sales,5.0,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446.0,21534,8.5,Yes,19.0,3,3,0,10.0,2.0,2,8.0,7.0,7.0,7.0
638,28,0.0,Travel_Rarely,1158,Research & Development,9.0,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070.0,2613,1.0,No,23.0,4,4,1,5.0,3.0,2,5.0,2.0,0.0,4.0
639,37,0.0,Travel_Rarely,1439,Research & Development,4.0,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996.0,5182,7.0,Yes,15.0,3,4,0,8.0,2.0,3,6.0,4.0,1.0,3.0
645,42,0.0,Travel_Rarely,188,Research & Development,29.0,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4.0,No,19.0,3,1,0,16.0,3.0,3,1.0,0.0,0.0,0.0
646,44,0.0,Non-Travel,111,Research & Development,17.0,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2.0,No,13.0,3,4,0,6.0,3.0,3,0.0,0.0,0.0,0.0
647,28,0.0,Travel_Rarely,1144,Sales,10.0,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052.0,23384,1.0,No,22.0,4,2,0,1.0,4.5,3,1.0,0.0,0.0,0.0
649,31,0.0,Travel_Rarely,1332,Research & Development,11.0,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1.0,Yes,12.0,3,4,0,6.0,2.0,2,6.0,5.0,0.0,1.0
651,19,1.0,Travel_Rarely,303,Research & Development,2.0,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102.0,9241,1.0,No,22.0,4,3,0,1.0,3.0,2,1.0,0.0,1.0,0.0
652,37,1.0,Travel_Rarely,1373,Research & Development,2.0,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090.0,2396,6.0,Yes,15.0,3,2,0,7.0,3.0,3,0.0,0.0,0.0,0.0
653,45,0.0,Travel_Rarely,252,Research & Development,2.0,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274.0,6153,1.0,No,14.0,3,4,0,1.0,3.0,3,1.0,0.0,0.0,0.0
654,50,0.0,Travel_Rarely,804,Research & Development,9.0,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380.0,20165,4.0,No,18.0,3,2,0,8.0,4.5,3,1.0,0.0,0.0,0.0
